Taal;Classificatie;Tabel;Class-tekstcodenotatie;Class-codenotatie;tekst_NL-SfB;fullname_nl;shortname_nl
nl-NL;NL/SfB;Tabel 1;(75.13);75.13;"vaste onderhoudsvoorzieningen; standaard, gevelonderhoudsvoorzieningen";"(75.13) vaste onderhoudsvoorzieningen; standaard, gevelonderhoudsvoorzieningen";NL/SfB - Tabel 1 - (75.13)
nl-NL;NL/SfB;Tabel 1;(75.2);75.2;"vaste onderhoudsvoorzieningen; bijzonder";"(75.2) vaste onderhoudsvoorzieningen; bijzonder";NL/SfB - Tabel 1 - (75.2)
nl-NL;NL/SfB;Tabel 1;(75.20);75.20;"vaste onderhoudsvoorzieningen; bijzonder, algemeen (verzamelniveau)";"(75.20) vaste onderhoudsvoorzieningen; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (75.20)
nl-NL;NL/SfB;Tabel 1;(75.21);75.21;"vaste onderhoudsvoorzieningen; bijzonder, gebouwonderhoudsvoorzieningen";"(75.21) vaste onderhoudsvoorzieningen; bijzonder, gebouwonderhoudsvoorzieningen";NL/SfB - Tabel 1 - (75.21)
nl-NL;NL/SfB;Tabel 1;(75.22);75.22;"vaste onderhoudsvoorzieningen; bijzonder, interieuronderhoudsvoorzieningen";"(75.22) vaste onderhoudsvoorzieningen; bijzonder, interieuronderhoudsvoorzieningen";NL/SfB - Tabel 1 - (75.22)
nl-NL;NL/SfB;Tabel 1;(75.23);75.23;"vaste onderhoudsvoorzieningen; bijzonder, gemechaniseerde gevelonderhoudsvoorzieningen";"(75.23) vaste onderhoudsvoorzieningen; bijzonder, gemechaniseerde gevelonderhoudsvoorzieningen";NL/SfB - Tabel 1 - (75.23)
nl-NL;NL/SfB;Tabel 1;(76);76;Vaste opslagvoorzieningen;(76) Vaste opslagvoorzieningen;NL/SfB - Tabel 1 - (76)
nl-NL;NL/SfB;Tabel 1;(76.0);76.0;"vaste opslagvoorzieningen; algemeen";"(76.0) vaste opslagvoorzieningen; algemeen";NL/SfB - Tabel 1 - (76.0)
nl-NL;NL/SfB;Tabel 1;(76.1);76.1;"vaste opslagvoorzieningen; standaard";"(76.1) vaste opslagvoorzieningen; standaard";NL/SfB - Tabel 1 - (76.1)
nl-NL;NL/SfB;Tabel 1;(76.10);76.10;"vaste opslagvoorzieningen; standaard, algemeen (verzamelniveau)";"(76.10) vaste opslagvoorzieningen; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (76.10)
nl-NL;NL/SfB;Tabel 1;(76.11);76.11;"vaste opslagvoorzieningen; standaard, meubileringen";"(76.11) vaste opslagvoorzieningen; standaard, meubileringen";NL/SfB - Tabel 1 - (76.11)
nl-NL;NL/SfB;Tabel 1;(76.2);76.2;"vaste opslagvoorzieningen; bijzonder";"(76.2) vaste opslagvoorzieningen; bijzonder";NL/SfB - Tabel 1 - (76.2)
nl-NL;NL/SfB;Tabel 1;(76.20);76.20;"vaste opslagvoorzieningen; bijzonder, algemeen (verzamelniveau)";"(76.20) vaste opslagvoorzieningen; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (76.20)
nl-NL;NL/SfB;Tabel 1;(76.21);76.21;"vaste opslagvoorzieningen; bijzonder, gemechaniseerde voorzieningen";"(76.21) vaste opslagvoorzieningen; bijzonder, gemechaniseerde voorzieningen";NL/SfB - Tabel 1 - (76.21)
nl-NL;NL/SfB;Tabel 1;(76.22);76.22;"vaste opslagvoorzieningen; bijzonder, specifieke voorzieningen";"(76.22) vaste opslagvoorzieningen; bijzonder, specifieke voorzieningen";NL/SfB - Tabel 1 - (76.22)
nl-NL;NL/SfB;Tabel 1;(77);77;-gereserveerd-;(77) -gereserveerd-;NL/SfB - Tabel 1 - (77)
nl-NL;NL/SfB;Tabel 1;(78);78;-gereserveerd-;(78) -gereserveerd-;NL/SfB - Tabel 1 - (78)
nl-NL;NL/SfB;Tabel 1;(79);79;-gereserveerd-;(79) -gereserveerd-;NL/SfB - Tabel 1 - (79)
nl-NL;NL/SfB;Tabel 1;(8-);8-;LOSSE INVENTARIS;(8-) LOSSE INVENTARIS;NL/SfB - Tabel 1 - (8-)
nl-NL;NL/SfB;Tabel 1;(80);80;-gereserveerd-;(80) -gereserveerd-;NL/SfB - Tabel 1 - (80)
nl-NL;NL/SfB;Tabel 1;(81);81;Losse verkeersinventaris;(81) Losse verkeersinventaris;NL/SfB - Tabel 1 - (81)
nl-NL;NL/SfB;Tabel 1;(81.0);81.0;"losse verkeersinventaris; algemeen";"(81.0) losse verkeersinventaris; algemeen";NL/SfB - Tabel 1 - (81.0)
nl-NL;NL/SfB;Tabel 1;(81.1);81.1;"losse verkeersinventaris; standaard";"(81.1) losse verkeersinventaris; standaard";NL/SfB - Tabel 1 - (81.1)
nl-NL;NL/SfB;Tabel 1;(81.10);81.10;"losse verkeersinventaris; standaard, algemeen (verzamelniveau)";"(81.10) losse verkeersinventaris; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (81.10)
nl-NL;NL/SfB;Tabel 1;(81.11);81.11;"losse verkeersinventaris; standaard, meubilering";"(81.11) losse verkeersinventaris; standaard, meubilering";NL/SfB - Tabel 1 - (81.11)
nl-NL;NL/SfB;Tabel 1;(81.12);81.12;"losse verkeersinventaris; standaard, bewegwijzering";"(81.12) losse verkeersinventaris; standaard, bewegwijzering";NL/SfB - Tabel 1 - (81.12)
nl-NL;NL/SfB;Tabel 1;(81.13);81.13;"losse verkeersinventaris; standaard, kunstwerken";"(81.13) losse verkeersinventaris; standaard, kunstwerken";NL/SfB - Tabel 1 - (81.13)
nl-NL;NL/SfB;Tabel 1;(81.14);81.14;"losse verkeersinventaris; standaard, decoraties e.d.";"(81.14) losse verkeersinventaris; standaard, decoraties e.d.";NL/SfB - Tabel 1 - (81.14)
nl-NL;NL/SfB;Tabel 1;(81.2);81.2;"losse verkeersinventaris; bijzonder";"(81.2) losse verkeersinventaris; bijzonder";NL/SfB - Tabel 1 - (81.2)
nl-NL;NL/SfB;Tabel 1;(81.20);81.20;"losse verkeersinventaris; bijzonder, algemeen (verzamelniveau)";"(81.20) losse verkeersinventaris; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (81.20)
nl-NL;NL/SfB;Tabel 1;(81.21);81.21;"losse verkeersinventaris; bijzonder, meubilering";"(81.21) losse verkeersinventaris; bijzonder, meubilering";NL/SfB - Tabel 1 - (81.21)
nl-NL;NL/SfB;Tabel 1;(81.22);81.22;"losse verkeersinventaris; bijzonder, bewegwijzering";"(81.22) losse verkeersinventaris; bijzonder, bewegwijzering";NL/SfB - Tabel 1 - (81.22)
nl-NL;NL/SfB;Tabel 1;(81.23);81.23;"losse verkeersinventaris; bijzonder, specifieke voorzieningen";"(81.23) losse verkeersinventaris; bijzonder, specifieke voorzieningen";NL/SfB - Tabel 1 - (81.23)
nl-NL;NL/SfB;Tabel 1;(82);82;Losse gebruikersinventaris;(82) Losse gebruikersinventaris;NL/SfB - Tabel 1 - (82)
nl-NL;NL/SfB;Tabel 1;(82.0);82.0;"losse gebruikersinventaris; algemeen";"(82.0) losse gebruikersinventaris; algemeen";NL/SfB - Tabel 1 - (82.0)
nl-NL;NL/SfB;Tabel 1;(82.1);82.1;"losse gebruikersinventaris; standaard";"(82.1) losse gebruikersinventaris; standaard";NL/SfB - Tabel 1 - (82.1)
nl-NL;NL/SfB;Tabel 1;(82.10);82.10;"losse gebruikersinventaris; standaard, algemeen (verzamelniveau)";"(82.10) losse gebruikersinventaris; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (82.10)
nl-NL;NL/SfB;Tabel 1;(82.11);82.11;"losse gebruikersinventaris; standaard, meubilering";"(82.11) losse gebruikersinventaris; standaard, meubilering";NL/SfB - Tabel 1 - (82.11)
nl-NL;NL/SfB;Tabel 1;(82.12);82.12;"losse gebruikersinventaris; standaard, lichtweringen/verduisteringen";"(82.12) losse gebruikersinventaris; standaard, lichtweringen/verduisteringen";NL/SfB - Tabel 1 - (82.12)
nl-NL;NL/SfB;Tabel 1;(82.13);82.13;"losse gebruikersinventaris; standaard, stofferingen";"(82.13) losse gebruikersinventaris; standaard, stofferingen";NL/SfB - Tabel 1 - (82.13)
nl-NL;NL/SfB;Tabel 1;(82.2);82.2;"losse gebruikersinventaris; bijzonder";"(82.2) losse gebruikersinventaris; bijzonder";NL/SfB - Tabel 1 - (82.2)
nl-NL;NL/SfB;Tabel 1;(82.20);82.20;"losse gebruikersinventaris; bijzonder, algemeen (verzamelniveau)";"(82.20) losse gebruikersinventaris; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (82.20)
nl-NL;NL/SfB;Tabel 1;(82.21);82.21;"losse gebruikersinventaris; bijzonder, meubilering voor specifieke functiedoeleinden";"(82.21) losse gebruikersinventaris; bijzonder, meubilering voor specifieke functiedoeleinden";NL/SfB - Tabel 1 - (82.21)
nl-NL;NL/SfB;Tabel 1;(82.22);82.22;"losse gebruikersinventaris; bijzonder, instrumenten/apparatuur";"(82.22) losse gebruikersinventaris; bijzonder, instrumenten/apparatuur";NL/SfB - Tabel 1 - (82.22)
nl-NL;NL/SfB;Tabel 1;(83);83;Losse keukeninventaris;(83) Losse keukeninventaris;NL/SfB - Tabel 1 - (83)
nl-NL;NL/SfB;Tabel 1;(83.0);83.0;"losse keukeninventaris; algemeen";"(83.0) losse keukeninventaris; algemeen";NL/SfB - Tabel 1 - (83.0)
nl-NL;NL/SfB;Tabel 1;(83.1);83.1;"losse keukeninventaris; standaard";"(83.1) losse keukeninventaris; standaard";NL/SfB - Tabel 1 - (83.1)
nl-NL;NL/SfB;Tabel 1;(83.10);83.10;"losse keukeninventaris; standaard, algemeen (verzamelniveau)";"(83.10) losse keukeninventaris; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (83.10)
nl-NL;NL/SfB;Tabel 1;(83.11);83.11;"losse keukeninventaris; standaard, keukenmeubilering";"(83.11) losse keukeninventaris; standaard, keukenmeubilering";NL/SfB - Tabel 1 - (83.11)
nl-NL;NL/SfB;Tabel 1;(83.12);83.12;"losse keukeninventaris; standaard, keukenapparatuur";"(83.12) losse keukeninventaris; standaard, keukenapparatuur";NL/SfB - Tabel 1 - (83.12)
nl-NL;NL/SfB;Tabel 1;(83.13);83.13;"losse keukeninventaris; standaard, kleine keukeninventaris";"(83.13) losse keukeninventaris; standaard, kleine keukeninventaris";NL/SfB - Tabel 1 - (83.13)
nl-NL;NL/SfB;Tabel 1;(83.2);83.2;"losse keukeninventaris; bijzonder";"(83.2) losse keukeninventaris; bijzonder";NL/SfB - Tabel 1 - (83.2)
nl-NL;NL/SfB;Tabel 1;(83.20);83.20;"losse keukeninventaris; bijzonder, algemeen (verzamelniveau)";"(83.20) losse keukeninventaris; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (83.20)
nl-NL;NL/SfB;Tabel 1;(83.21);83.21;"losse keukeninventaris; bijzonder, keukeninrichting";"(83.21) losse keukeninventaris; bijzonder, keukeninrichting";NL/SfB - Tabel 1 - (83.21)
nl-NL;NL/SfB;Tabel 1;(83.22);83.22;"losse keukeninventaris; bijzonder, keukenapparatuur";"(83.22) losse keukeninventaris; bijzonder, keukenapparatuur";NL/SfB - Tabel 1 - (83.22)
nl-NL;NL/SfB;Tabel 1;(83.23);83.23;"losse keukeninventaris; bijzonder, kleine keukeninventaris";"(83.23) losse keukeninventaris; bijzonder, kleine keukeninventaris";NL/SfB - Tabel 1 - (83.23)
nl-NL;NL/SfB;Tabel 1;(83.24);83.24;"losse keukeninventaris; bijzonder, transportmiddelen";"(83.24) losse keukeninventaris; bijzonder, transportmiddelen";NL/SfB - Tabel 1 - (83.24)
nl-NL;NL/SfB;Tabel 1;(84);84;Losse sanitaire inventaris;(84) Losse sanitaire inventaris;NL/SfB - Tabel 1 - (84)
nl-NL;NL/SfB;Tabel 1;(84.0);84.0;"losse sanitaire inventaris; algemeen";"(84.0) losse sanitaire inventaris; algemeen";NL/SfB - Tabel 1 - (84.0)
nl-NL;NL/SfB;Tabel 1;(84.1);84.1;"losse sanitaire inventaris; standaard";"(84.1) losse sanitaire inventaris; standaard";NL/SfB - Tabel 1 - (84.1)
nl-NL;NL/SfB;Tabel 1;(84.10);84.10;"losse sanitaire inventaris; standaard, algemeen (verzamelniveau)";"(84.10) losse sanitaire inventaris; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (84.10)
nl-NL;NL/SfB;Tabel 1;(84.11);84.11;"losse sanitaire inventaris; standaard, afvalvoorzieningen";"(84.11) losse sanitaire inventaris; standaard, afvalvoorzieningen";NL/SfB - Tabel 1 - (84.11)
nl-NL;NL/SfB;Tabel 1;(84.12);84.12;"losse sanitaire inventaris; standaard, voorzieningen t.b.v. hygiëne";"(84.12) losse sanitaire inventaris; standaard, voorzieningen t.b.v. hygiëne";NL/SfB - Tabel 1 - (84.12)
nl-NL;NL/SfB;Tabel 1;(84.13);84.13;"losse sanitaire inventaris; standaard, accessoires";"(84.13) losse sanitaire inventaris; standaard, accessoires";NL/SfB - Tabel 1 - (84.13)
nl-NL;NL/SfB;Tabel 1;(84.2);84.2;"losse sanitaire inventaris; bijzonder";"(84.2) losse sanitaire inventaris; bijzonder";NL/SfB - Tabel 1 - (84.2)
nl-NL;NL/SfB;Tabel 1;(84.20);84.20;"losse sanitaire inventaris; bijzonder, algemeen (verzamelniveau)";"(84.20) losse sanitaire inventaris; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (84.20)
nl-NL;NL/SfB;Tabel 1;(84.21);84.21;"losse sanitaire inventaris; bijzonder, sanitaire toestellen voor bijzondere toepassing";"(84.21) losse sanitaire inventaris; bijzonder, sanitaire toestellen voor bijzondere toepassing";NL/SfB - Tabel 1 - (84.21)
nl-NL;NL/SfB;Tabel 1;(85);85;Losse schoonmaakinventaris;(85) Losse schoonmaakinventaris;NL/SfB - Tabel 1 - (85)
nl-NL;NL/SfB;Tabel 1;(85.0);85.0;"losse schoonmaakinventaris; algemeen";"(85.0) losse schoonmaakinventaris; algemeen";NL/SfB - Tabel 1 - (85.0)
nl-NL;NL/SfB;Tabel 1;(85.1);85.1;"losse schoonmaakinventaris; standaard";"(85.1) losse schoonmaakinventaris; standaard";NL/SfB - Tabel 1 - (85.1)
nl-NL;NL/SfB;Tabel 1;(85.10);85.10;"losse schoonmaakinventaris; standaard, algemeen (verzamelniveau)";"(85.10) losse schoonmaakinventaris; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (85.10)
nl-NL;NL/SfB;Tabel 1;(85.11);85.11;"losse schoonmaakinventaris; standaard, schoonmaakapparatuur";"(85.11) losse schoonmaakinventaris; standaard, schoonmaakapparatuur";NL/SfB - Tabel 1 - (85.11)
nl-NL;NL/SfB;Tabel 1;(85.12);85.12;"losse schoonmaakinventaris; standaard, vuilopslag";"(85.12) losse schoonmaakinventaris; standaard, vuilopslag";NL/SfB - Tabel 1 - (85.12)
nl-NL;NL/SfB;Tabel 1;(85.13);85.13;"losse schoonmaakinventaris; standaard, vuiltransport";"(85.13) losse schoonmaakinventaris; standaard, vuiltransport";NL/SfB - Tabel 1 - (85.13)
nl-NL;NL/SfB;Tabel 1;(85.2);85.2;"losse schoonmaakinventaris; bijzonder";"(85.2) losse schoonmaakinventaris; bijzonder";NL/SfB - Tabel 1 - (85.2)
nl-NL;NL/SfB;Tabel 1;(85.20);85.20;"losse schoonmaakinventaris; bijzonder, algemeen (verzamelniveau)";"(85.20) losse schoonmaakinventaris; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (85.20)
nl-NL;NL/SfB;Tabel 1;(85.21);85.21;"losse schoonmaakinventaris; bijzonder, schoonmaakapparatuur";"(85.21) losse schoonmaakinventaris; bijzonder, schoonmaakapparatuur";NL/SfB - Tabel 1 - (85.21)
nl-NL;NL/SfB;Tabel 1;(85.22);85.22;"losse schoonmaakinventaris; bijzonder, vuilopslag";"(85.22) losse schoonmaakinventaris; bijzonder, vuilopslag";NL/SfB - Tabel 1 - (85.22)
nl-NL;NL/SfB;Tabel 1;(85.23);85.23;"losse schoonmaakinventaris; bijzonder, vuiltransport";"(85.23) losse schoonmaakinventaris; bijzonder, vuiltransport";NL/SfB - Tabel 1 - (85.23)
nl-NL;NL/SfB;Tabel 1;(86);86;Losse opslaginventaris;(86) Losse opslaginventaris;NL/SfB - Tabel 1 - (86)
nl-NL;NL/SfB;Tabel 1;(86.0);86.0;"losse opslaginventaris; algemeen";"(86.0) losse opslaginventaris; algemeen";NL/SfB - Tabel 1 - (86.0)
nl-NL;NL/SfB;Tabel 1;(86.1);86.1;"losse opslaginventaris; standaard";"(86.1) losse opslaginventaris; standaard";NL/SfB - Tabel 1 - (86.1)
nl-NL;NL/SfB;Tabel 1;(86.10);86.10;"losse opslaginventaris; standaard, algemeen (verzamelniveau)";"(86.10) losse opslaginventaris; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (86.10)
nl-NL;NL/SfB;Tabel 1;(86.11);86.11;"losse opslaginventaris; standaard, meubileringen";"(86.11) losse opslaginventaris; standaard, meubileringen";NL/SfB - Tabel 1 - (86.11)
nl-NL;NL/SfB;Tabel 1;(86.2);86.2;"losse opslaginventaris; bijzonder";"(86.2) losse opslaginventaris; bijzonder";NL/SfB - Tabel 1 - (86.2)
nl-NL;NL/SfB;Tabel 1;(86.20);86.20;"losse opslaginventaris; bijzonder, algemeen (verzamelniveau)";"(86.20) losse opslaginventaris; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (86.20)
nl-NL;NL/SfB;Tabel 1;(86.21);86.21;"losse opslaginventaris; bijzonder, gemechaniseerde voorzieningen";"(86.21) losse opslaginventaris; bijzonder, gemechaniseerde voorzieningen";NL/SfB - Tabel 1 - (86.21)
nl-NL;NL/SfB;Tabel 1;(86.22);86.22;"losse opslaginventaris; bijzonder, specifieke voorzieningen";"(86.22) losse opslaginventaris; bijzonder, specifieke voorzieningen";NL/SfB - Tabel 1 - (86.22)
nl-NL;NL/SfB;Tabel 1;(87);87;-gereserveerd-;(87) -gereserveerd-;NL/SfB - Tabel 1 - (87)
nl-NL;NL/SfB;Tabel 1;(88);88;-gereserveerd-;(88) -gereserveerd-;NL/SfB - Tabel 1 - (88)
nl-NL;NL/SfB;Tabel 1;(89);89;-gereserveerd-;(89) -gereserveerd-;NL/SfB - Tabel 1 - (89)
nl-NL;NL/SfB;Tabel 1;(9-);9-;TERREIN;(9-) TERREIN;NL/SfB - Tabel 1 - (9-)
nl-NL;NL/SfB;Tabel 1;(90);90;-gereserveerd-;(90) -gereserveerd-;NL/SfB - Tabel 1 - (90)
nl-NL;NL/SfB;Tabel 1;(90.0);90.0;terrein;(90.0) terrein;NL/SfB - Tabel 1 - (90.0)
nl-NL;NL/SfB;Tabel 1;(90.1);90.1;grondvoorzieningen;(90.1) grondvoorzieningen;NL/SfB - Tabel 1 - (90.1)
nl-NL;NL/SfB;Tabel 1;(90.10);90.10;"terrein; grondvoorzieningen, algemeen (verzamelniveau)";"(90.10) terrein; grondvoorzieningen, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.10)
nl-NL;NL/SfB;Tabel 1;(90.11);90.11;"terrein; grondvoorzieningen, verwijderen obstakels";"(90.11) terrein; grondvoorzieningen, verwijderen obstakels";NL/SfB - Tabel 1 - (90.11)
nl-NL;NL/SfB;Tabel 1;(90.12);90.12;"terrein; grondvoorzieningen, grondwaterverlagingen";"(90.12) terrein; grondvoorzieningen, grondwaterverlagingen";NL/SfB - Tabel 1 - (90.12)
nl-NL;NL/SfB;Tabel 1;(90.13);90.13;"terrein; grondvoorzieningen, drainagevoorzieningen";"(90.13) terrein; grondvoorzieningen, drainagevoorzieningen";NL/SfB - Tabel 1 - (90.13)
nl-NL;NL/SfB;Tabel 1;(90.2);90.2;opstallen;(90.2) opstallen;NL/SfB - Tabel 1 - (90.2)
nl-NL;NL/SfB;Tabel 1;(90.20);90.20;"terrein; opstallen, algemeen (verzamelniveau)";"(90.20) terrein; opstallen, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.20)
nl-NL;NL/SfB;Tabel 1;(90.21);90.21;"terrein; opstallen, gebouwtjes met speciale functie";"(90.21) terrein; opstallen, gebouwtjes met speciale functie";NL/SfB - Tabel 1 - (90.21)
nl-NL;NL/SfB;Tabel 1;(90.22);90.22;"terrein; opstallen, overkappingen";"(90.22) terrein; opstallen, overkappingen";NL/SfB - Tabel 1 - (90.22)
nl-NL;NL/SfB;Tabel 1;(90.3);90.3;omheiningen;(90.3) omheiningen;NL/SfB - Tabel 1 - (90.3)
nl-NL;NL/SfB;Tabel 1;(90.30);90.30;"terrein; omheiningen, algemeen (verzamelniveau)";"(90.30) terrein; omheiningen, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.30)
nl-NL;NL/SfB;Tabel 1;(90.31);90.31;"terrein; omheiningen, muren";"(90.31) terrein; omheiningen, muren";NL/SfB - Tabel 1 - (90.31)
nl-NL;NL/SfB;Tabel 1;(90.32);90.32;"terrein; omheiningen, hekwerken";"(90.32) terrein; omheiningen, hekwerken";NL/SfB - Tabel 1 - (90.32)
nl-NL;NL/SfB;Tabel 1;(90.33);90.33;"terrein; omheiningen, overige afscheidingen";"(90.33) terrein; omheiningen, overige afscheidingen";NL/SfB - Tabel 1 - (90.33)
nl-NL;NL/SfB;Tabel 1;(90.34);90.34;"terrein; omheiningen, toegangen";"(90.34) terrein; omheiningen, toegangen";NL/SfB - Tabel 1 - (90.34)
nl-NL;NL/SfB;Tabel 1;(90.4);90.4;terreinafwerkingen;(90.4) terreinafwerkingen;NL/SfB - Tabel 1 - (90.4)
nl-NL;NL/SfB;Tabel 1;(90.40);90.40;"terrein; terreinafwerkingen, algemeen (verzamelniveau)";"(90.40) terrein; terreinafwerkingen, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.40)
nl-NL;NL/SfB;Tabel 1;(90.41);90.41;"terrein; terreinafwerkingen, verhardingen";"(90.41) terrein; terreinafwerkingen, verhardingen";NL/SfB - Tabel 1 - (90.41)
nl-NL;NL/SfB;Tabel 1;(90.42);90.42;"terrein; terreinafwerkingen, beplantingen";"(90.42) terrein; terreinafwerkingen, beplantingen";NL/SfB - Tabel 1 - (90.42)
nl-NL;NL/SfB;Tabel 1;(90.43);90.43;"terrein; terreinafwerkingen, waterpartijen";"(90.43) terrein; terreinafwerkingen, waterpartijen";NL/SfB - Tabel 1 - (90.43)
nl-NL;NL/SfB;Tabel 1;(90.44);90.44;"terrein; terreinafwerkingen, keerwanden en balustrades";"(90.44) terrein; terreinafwerkingen, keerwanden en balustrades";NL/SfB - Tabel 1 - (90.44)
nl-NL;NL/SfB;Tabel 1;(90.45);90.45;"terrein; terreinafwerkingen, pergola s";"(90.45) terrein; terreinafwerkingen, pergola s";NL/SfB - Tabel 1 - (90.45)
nl-NL;NL/SfB;Tabel 1;(90.5);90.5;"terreinvoorzieningen; werktuigbouwkundig";"(90.5) terreinvoorzieningen; werktuigbouwkundig";NL/SfB - Tabel 1 - (90.5)
nl-NL;NL/SfB;Tabel 1;(90.50);90.50;"terrein; werktuigbouwkundig, algemeen (verzamelniveau)";"(90.50) terrein; werktuigbouwkundig, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.50)
nl-NL;NL/SfB;Tabel 1;(90.51);90.51;"terrein; werktuigbouwkundig, verwarmingsvoorzieningen";"(90.51) terrein; werktuigbouwkundig, verwarmingsvoorzieningen";NL/SfB - Tabel 1 - (90.51)
nl-NL;NL/SfB;Tabel 1;(90.52);90.52;"terrein; werktuigbouwkundig, afvoervoorzieningen";"(90.52) terrein; werktuigbouwkundig, afvoervoorzieningen";NL/SfB - Tabel 1 - (90.52)
nl-NL;NL/SfB;Tabel 1;(90.53);90.53;"terrein; werktuigbouwkundig, watervoorzieningen";"(90.53) terrein; werktuigbouwkundig, watervoorzieningen";NL/SfB - Tabel 1 - (90.53)
nl-NL;NL/SfB;Tabel 1;(90.54);90.54;"terrein; werktuigbouwkundig, gasvoorzieningen";"(90.54) terrein; werktuigbouwkundig, gasvoorzieningen";NL/SfB - Tabel 1 - (90.54)
nl-NL;NL/SfB;Tabel 1;(90.55);90.55;"terrein; werktuigbouwkundig, koudeopwekkingsvoorzieningen";"(90.55) terrein; werktuigbouwkundig, koudeopwekkingsvoorzieningen";NL/SfB - Tabel 1 - (90.55)
nl-NL;NL/SfB;Tabel 1;(90.56);90.56;"terrein; werktuigbouwkundig, warmtedistributievoorzieningen";"(90.56) terrein; werktuigbouwkundig, warmtedistributievoorzieningen";NL/SfB - Tabel 1 - (90.56)
nl-NL;NL/SfB;Tabel 1;(90.57);90.57;"terrein; werktuigbouwkundig, luchtbehandelingsvoorzieningen";"(90.57) terrein; werktuigbouwkundig, luchtbehandelingsvoorzieningen";NL/SfB - Tabel 1 - (90.57)
nl-NL;NL/SfB;Tabel 1;(90.58);90.58;"terrein; werktuigbouwkundig, regelingvoorzieningen";"(90.58) terrein; werktuigbouwkundig, regelingvoorzieningen";NL/SfB - Tabel 1 - (90.58)
nl-NL;NL/SfB;Tabel 1;(90.6);90.6;"terreinvoorzieningen; elektrotechnisch";"(90.6) terreinvoorzieningen; elektrotechnisch";NL/SfB - Tabel 1 - (90.6)
nl-NL;NL/SfB;Tabel 1;(90.60);90.60;"terrein; elektrotechnisch, algemeen (verzamelniveau)";"(90.60) terrein; elektrotechnisch, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.60)
nl-NL;NL/SfB;Tabel 1;(90.61);90.61;"terrein; elektrotechnisch, elektrotechnische en aardingsvoorzieningen";"(90.61) terrein; elektrotechnisch, elektrotechnische en aardingsvoorzieningen";NL/SfB - Tabel 1 - (90.61)
nl-NL;NL/SfB;Tabel 1;(90.62);90.62;"terrein; elektrotechnisch, krachtvoorzieningen";"(90.62) terrein; elektrotechnisch, krachtvoorzieningen";NL/SfB - Tabel 1 - (90.62)
nl-NL;NL/SfB;Tabel 1;(90.63);90.63;"terrein; elektrotechnisch, lichtvoorzieningen";"(90.63) terrein; elektrotechnisch, lichtvoorzieningen";NL/SfB - Tabel 1 - (90.63)
nl-NL;NL/SfB;Tabel 1;(90.64);90.64;"terrein; elektrotechnisch, communicatievoorzieningen";"(90.64) terrein; elektrotechnisch, communicatievoorzieningen";NL/SfB - Tabel 1 - (90.64)
nl-NL;NL/SfB;Tabel 1;(90.65);90.65;"terrein; elektrotechnisch, beveiligingsvoorzieningen";"(90.65) terrein; elektrotechnisch, beveiligingsvoorzieningen";NL/SfB - Tabel 1 - (90.65)
nl-NL;NL/SfB;Tabel 1;(90.66);90.66;"terrein; elektrotechnisch, transportvoorzieningen";"(90.66) terrein; elektrotechnisch, transportvoorzieningen";NL/SfB - Tabel 1 - (90.66)
nl-NL;NL/SfB;Tabel 1;(90.67);90.67;"terrein; elektrotechnisch, beheervoorzieningen";"(90.67) terrein; elektrotechnisch, beheervoorzieningen";NL/SfB - Tabel 1 - (90.67)
nl-NL;NL/SfB;Tabel 1;(90.7);90.7;"terreininrichtingen; standaard";"(90.7) terreininrichtingen; standaard";NL/SfB - Tabel 1 - (90.7)
nl-NL;NL/SfB;Tabel 1;(90.70);90.70;"terrein; terreininrichtingen, standaard, algemeen (verzamelniveau)";"(90.70) terrein; terreininrichtingen, standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (90.70)
nl-NL;NL/SfB;Tabel 1;(90.71);90.71;"terrein; terreininrichtingen, standaard, terreinmeubilering";"(90.71) terrein; terreininrichtingen, standaard, terreinmeubilering";NL/SfB - Tabel 1 - (90.71)
